idno,netustm,ppltrst,vote,prtvtddk,health,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
113518,0,8,Yes,,Fair,2006,65,Female,1985,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",,37,37,21000,28000,44.0
113599,,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1979,60,Female,1962,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",4,20,20,32000,,56.0
113687,30,8,Yes,,Good,1972,,Male,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,37,37,,,89.0
113692,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1963,64,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,45,,,55.0
113701,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1979,59,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,32,32,,,70.0
113709,180,8,Yes,Alternativet - The Alternative,Good,1965,65,Male,1947,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,45,28000,,74.0
113822,315,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1991,18,Male,1972,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,42,33000,,56.0
113851,,6,Yes,Dansk Folkeparti - Danish People's Party,Good,1960,60,Male,1940,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,18,23,50000,,75.0
113917,,6,Yes,Dansk Folkeparti - Danish People's Party,Good,1973,65,Male,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,,,68.0
114086,480,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1996,Never too young,Male,1977,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,35,33000,,46.0
114155,90,10,Yes,Socialdemokratiet - The Social democrats,Good,1975,60,Female,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,45,,,83.0
114160,183,8,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",5,Female,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,37,37,18000,18000,84.0
114169,120,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very good,1989,40,Female,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,40,38000,,52.0
114207,30,8,Not eligible to vote,,Good,1964,25,Female,1945,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",9,10,10,,,73.0
114217,660,4,Not eligible to vote,,Very good,"Still in parental home, never left 2 months",50,Female,1998,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,4,5,,,61.0
114228,600,8,Yes,Socialdemokratiet - The Social democrats,Very good,2007,50,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,37,37,30000,34000,79.0
114432,600,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1987,65,Male,1969,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4,37,37,28000,,83.0
114447,90,7,Not eligible to vote,,Good,2012,,Male,1991,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16,37,37,14000,,101.0
114486,270,7,Yes,Socialdemokratiet - The Social democrats,Very good,2010,30,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,24000,26000,45.0
114528,,9,Yes,Alternativet - The Alternative,Good,2013,27,Female,1992,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,37,40,35000,,68.0
114533,240,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1981,,Male,1961,"Forskeruddannelse. Ph.d., doktor",22,37,47,65000,,63.0
114651,,5,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1966,65,Male,1946,Folkeskole 6.-8. klasse,12,37,60,,,68.0
114660,180,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Good,2004,62,Male,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",24,37,43,8,,50.0
114753,10,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1974,60,Female,1955,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17,37,37,,,52.0
114759,180,5,Yes,,Very good,2017,40,Male,1997,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,24000,,48.0
114770,165,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Good,2009,60,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,31200,,50.0
114772,180,10,Yes,Alternativet - The Alternative,Very good,1988,50,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,37,34000,,58.0
114774,15,5,Yes,Dansk Folkeparti - Danish People's Party,Good,1967,65,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,30,30,,,42.0
114800,600,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1979,70,Female,1962,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,37,40,7,0,58.0
114892,244,8,Yes,Alternativet - The Alternative,Fair,1970,60,Male,1953,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,37,,,40.0
114986,0,7,Yes,Socialdemokratiet - The Social democrats,Fair,1954,65,Male,1936,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,37,37,,,55.0
115018,,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1960,55,Female,1941,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,20,20,,,79.0
115063,45,9,Yes,Socialdemokratiet - The Social democrats,Very good,2000,59,Female,1979,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,30,30,30000,40000,73.0
115137,600,4,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2005,Never too young,Male,1988,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,37,40,,,38.0
115150,,7,Yes,Socialdemokratiet - The Social democrats,Bad,1991,Never too young,Female,1972,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",16,28,29,23000,,53.0
115170,420,8,Yes,Dansk Folkeparti - Danish People's Party,Good,1986,60,Male,1964,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,40,45,37000,,54.0
115208,60,5,Yes,Dansk Folkeparti - Danish People's Party,Very good,1985,60,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,45,36000,,57.0
115223,,4,Yes,Socialdemokratiet - The Social democrats,Very bad,1941,,Female,1937,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",35,,45,,,146.0
115270,540,7,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1984,50,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19,37,40,37500,40000,58.0
115468,450,5,Yes,,Very good,1998,60,Male,1979,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12,,45,28000,,58.0
115488,,8,Yes,Socialdemokratiet - The Social democrats,Good,1957,65,Male,1940,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,37,37,,,37.0
115496,240,3,Yes,Dansk Folkeparti - Danish People's Party,Fair,1967,60,Female,1951,Folkeskole 6.-8. klasse,8,37,37,,,72.0
115503,60,8,Yes,Socialdemokratiet - The Social democrats,Good,1969,,Female,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,9,15,,,41.0
115579,50,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2004,62,Female,1989,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,39,35000,,69.0
115649,120,5,Yes,Dansk Folkeparti - Danish People's Party,Fair,1965,64,Female,1945,Folkeskole 6.-8. klasse,8,30,30,,,47.0
115758,180,8,Yes,Socialdemokratiet - The Social democrats,Very good,1990,65,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,39,40000,38000,58.0
115762,240,7,Yes,Socialdemokratiet - The Social democrats,Good,2002,Never too young,Male,1982,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,37,37,30000,,53.0
115799,60,7,Yes,Alternativet - The Alternative,Good,1988,Never too young,Male,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,32500,35000,53.0
115834,210,8,Yes,Liberal Alliance - Liberal Alliance,Good,2013,60,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,19,15,15,,,48.0
115848,122,10,Yes,Other,Bad,2007,,Female,1987,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20,15,20,,,59.0
115857,300,7,Yes,Socialdemokratiet - The Social democrats,Good,1974,50,Male,1953,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,40,40,,,49.0
115909,,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1959,45,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,,,51.0
116153,30,9,Yes,Socialdemokratiet - The Social democrats,Fair,1976,65,Male,1947,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,,,60.0
116249,540,10,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2004,59,Female,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,58000,,38.0
116260,,9,Yes,Socialdemokratiet - The Social democrats,Good,1978,Never too young,Female,1959,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",3,35,50,30000,35000,63.0
116341,540,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2010,50,Male,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,36,40000,35000,58.0
116473,60,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,1945,60,Male,1929,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",12,37,37,,,68.0
116499,122,8,Yes,Socialdemokratiet - The Social democrats,Very good,1970,40,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17,35,30,,,66.0
116513,330,8,Yes,Socialdemokratiet - The Social democrats,Good,2008,39,Male,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",10,42,55,23000,28000,44.0
116526,10,8,Not eligible to vote,,Good,1977,40,Female,1957,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",5,24,24,,,73.0
116724,60,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1999,50,Male,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",13,37,37,20000,26000,59.0
116737,30,5,Yes,Socialdemokratiet - The Social democrats,Fair,1997,50,Female,1977,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,23000,,53.0
116771,120,7,No,,Very good,2017,40,Male,2002,Folkeskole 9.-10. klasse,9,3,3,1100,,43.0
116955,90,10,Yes,,Good,1983,60,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,29000,,83.0
117030,660,9,Yes,Liberal Alliance - Liberal Alliance,Very good,1991,59,Female,1973,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,32,32,27000,,63.0
117144,540,9,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1994,60,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,45,60000,65000,62.0
117167,240,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,2016,50,Male,1997,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,,,,,36.0
117250,150,5,Yes,Socialdemokratiet - The Social democrats,Very good,2015,30,Female,1995,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,,6,,,48.0
117311,90,5,Yes,Dansk Folkeparti - Danish People's Party,Bad,1977,,Female,1954,Folkeskole 6.-8. klasse,0,40,40,,,47.0
117376,180,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Fair,1989,60,Male,1974,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16,37,50,37000,,42.0
117383,450,8,Yes,Alternativet - The Alternative,Very good,1989,68,Female,1973,"Forskeruddannelse. Ph.d., doktor",20,37,40,88000,,56.0
117393,90,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1991,60,Female,1975,"Forskeruddannelse. Ph.d., doktor",21,37,47,70000,,50.0
117489,240,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2007,55,Female,1984,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,0,43000,,70.0
117497,,8,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1963,65,Male,1945,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,37,,,49.0
117538,360,7,Yes,,Fair,1986,58,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",29,32,35,,,82.0
117635,180,6,Yes,Socialdemokratiet - The Social democrats,Good,1975,65,Male,1954,Folkeskole 6.-8. klasse,7,37,37,,,53.0
117690,60,8,Yes,Socialdemokratiet - The Social democrats,Good,1990,Never too young,Female,1969,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,37,45,35000,,48.0
117747,120,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1953,50,Male,1935,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9,37,37,,,48.0
117813,480,8,Yes,Alternativet - The Alternative,Very good,2014,65,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",15,15,15,12000,,65.0
117814,60,9,Yes,Dansk Folkeparti - Danish People's Party,Good,1984,,Male,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,30,30,30000,,85.0
117897,300,8,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very bad,1990,60,Female,1972,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16,8,8,,,47.0
117937,240,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1983,Never too young,Male,1965,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,32600,,71.0
117958,120,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1990,55,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,35,35,27000,35000,45.0
117967,270,7,Yes,,Good,1998,,Female,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,19000,21000,68.0
117989,630,10,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,2008,60,Female,1988,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19,37,45,1,,68.0
118101,360,6,Yes,Dansk Folkeparti - Danish People's Party,Good,2001,55,Male,1994,Folkeskole 9.-10. klasse,1,37,37,,,90.0
118128,300,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1993,50,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,39,52000,,56.0
118140,840,4,Yes,Socialdemokratiet - The Social democrats,Fair,"Still in parental home, never left 2 months",40,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,40,45,13500,,47.0
118180,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1985,50,Male,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,37,35000,,56.0
118194,,8,Yes,,Fair,1987,,Male,1971,Folkeskole 9.-10. klasse,9,37,40,,,75.0
118204,360,8,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1978,68,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,40000,,85.0
118318,660,9,Yes,Det Konservative Folkeparti - Conservative People's Party,Fair,2001,63,Female,1982,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,45,61800,,74.0
118379,,7,Yes,Socialdemokratiet - The Social democrats,Very good,1967,60,Female,1950,Folkeskole 9.-10. klasse,9,28,28,33000,,49.0
118439,180,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1987,50,Male,1971,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14,42,,29800,,52.0
118484,150,9,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1979,64,Male,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",38,38,50,10000,,79.0
118835,210,6,Yes,Dansk Folkeparti - Danish People's Party,Very good,2002,18,Male,1984,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,37,45,32000,,46.0
118859,,6,Yes,Det Konservative Folkeparti - Conservative People's Party,Good,1977,60,Male,1957,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,45,45,40000,42000,66.0
119007,120,10,Yes,,Bad,1967,50,Male,1949,Folkeskole 6.-8. klasse,0,37,38,,,79.0
119020,60,8,Yes,Socialdemokratiet - The Social democrats,Fair,1952,Never too young,Male,1938,Folkeskole 9.-10. klasse,10,38,38,,,73.0
119072,360,8,Yes,,Bad,1995,65,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",3,37,37,,,60.0
119145,180,8,Yes,Dansk Folkeparti - Danish People's Party,Bad,1949,Never too young,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,50,50,,,82.0
119148,240,5,No,,Very good,1975,20,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,37,37,,,44.0
119312,,2,Yes,Dansk Folkeparti - Danish People's Party,Good,1984,Never too young,Male,1966,Folkeskole 9.-10. klasse,13,37,37,,,130.0
119439,,5,No,,Fair,1979,Never too young,Female,1963,Folkeskole 9.-10. klasse,30,37,,,,48.0
119465,960,7,Yes,Liberal Alliance - Liberal Alliance,Fair,2013,30,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,,20,,,65.0
119584,,5,Yes,Socialdemokratiet - The Social democrats,Very good,1968,,Male,1950,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,40,40,,,51.0
119601,150,5,Yes,Det Konservative Folkeparti - Conservative People's Party,Very good,1982,Never too young,Male,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",19,37,39,57500,70000,47.0
119626,300,6,Yes,Liberal Alliance - Liberal Alliance,Good,2015,60,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,37,37,30500,,41.0
119635,,3,Yes,,Good,1966,,Female,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,10,10,,,64.0
119699,60,9,Yes,Socialdemokratiet - The Social democrats,Good,1982,,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,30000,,57.0
119712,420,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1993,60,Female,1976,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15,37,37,38000,,51.0
119820,,5,Yes,Socialdemokratiet - The Social democrats,Good,1939,60,Female,1929,Folkeskole 6.-8. klasse,0,,,,,37.0
119826,120,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,1998,59,Male,1981,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,6,6,22500,24000,73.0
120043,10,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1971,,Male,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13,37,38,,,69.0
120059,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1994,60,Male,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,72000,,61.0
120116,,5,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1946,,Female,1929,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,,,,,51.0
120148,180,6,Yes,Socialdemokratiet - The Social democrats,Very good,2008,50,Male,1990,Universitetsbachelor. 1. del af kandidatuddannelse,19,37,70,21000,,63.0
120331,600,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Very good,1985,60,Male,1962,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",2,37,45,60000,,50.0
120333,300,7,Yes,Liberal Alliance - Liberal Alliance,Good,1987,50,Female,1969,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14,30,35,25000,,51.0
120409,240,9,Yes,Socialdemokratiet - The Social democrats,Very good,1966,55,Male,1948,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,,,48.0
120411,60,8,Yes,,Very good,1985,60,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13,37,37,28000,,55.0
120412,60,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1978,65,Female,1958,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,40,36000,,62.0
120421,120,9,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Good,1963,,Male,1949,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11,37,37,,,62.0
120442,120,6,Yes,Alternativet - The Alternative,Bad,1987,50,Female,1970,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,,,,,59.0
120708,240,10,Yes,Dansk Folkeparti - Danish People's Party,Fair,1990,68,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20,37,37,33000,,52.0
120826,120,7,Yes,Socialdemokratiet - The Social democrats,Very good,1980,60,Female,1960,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17,28,31,25000,27000,63.0
120900,480,5,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Very bad,1973,,Male,1951,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4,38,50,,,86.0
120902,360,3,Yes,Liberal Alliance - Liberal Alliance,Good,2012,59,Male,1991,Universitetsbachelor. 1. del af kandidatuddannelse,16,25,25,,,54.0
120935,360,8,Yes,Alternativet - The Alternative,Good,2018,45,Female,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",14,30,35,,,44.0
120967,,7,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1955,60,Female,1933,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8,37,40,,,107.0
120972,,8,Yes,Dansk Folkeparti - Danish People's Party,Fair,1959,59,Female,1944,Folkeskole 6.-8. klasse,7,40,40,,,53.0
121009,90,5,Yes,Dansk Folkeparti - Danish People's Party,Good,1973,60,Female,1955,Folkeskole 6.-8. klasse,8,37,40,,,44.0
121022,,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1961,Never too young,Female,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",11,37,37,,,51.0
121065,,6,Yes,Dansk Folkeparti - Danish People's Party,Fair,,45,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4,21,21,,,63.0
121110,,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1970,45,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",5,32,32,,,71.0
121158,60,4,Yes,Alternativet - The Alternative,Very good,1991,Never too young,Female,1974,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,37,37,,,67.0
121173,60,7,Yes,Liberal Alliance - Liberal Alliance,Good,2016,60,Male,1996,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13,30,30,15000,,39.0
121269,120,7,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Very good,1974,,Male,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",8,37,37,,,61.0
121279,720,8,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,2004,50,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18,37,45,36000,40000,63.0
121287,90,9,Yes,Det Radikale Venstre - The Radical Liberal Party,Very good,1993,58,Female,1972,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18,37,37,48550,,58.0
121375,180,7,Yes,Enhedslisten - Unity List - The Red-Green Alliance,Fair,2008,,Female,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15,32,32,,,56.0
121384,60,7,Yes,Socialdemokratiet - The Social democrats,Very good,2005,55,Male,1982,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",16,37,37,40000,,40.0
121428,130,6,Yes,Socialdemokratiet - The Social democrats,Fair,1982,65,Male,1962,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",3,37,37,27000,,65.0
121657,,9,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Good,1962,,Female,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,,,74.0
121719,210,4,Yes,Liberal Alliance - Liberal Alliance,Good,2016,45,Male,1994,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,27000,40000,52.0
121833,150,6,Yes,SF Socialistisk Folkeparti - Socialist People's Party,Fair,1985,65,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15,37,45,29000,35000,50.0
121973,480,8,Yes,Socialdemokratiet - The Social democrats,Very good,1984,50,Female,1965,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12,37,37,30000,,46.0
122030,60,6,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",Fair,2000,60,Male,1979,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14,37,37,30000,34000,54.0
122064,600,3,Yes,Liberal Alliance - Liberal Alliance,Very good,2009,60,Male,1985,Universitetsbachelor. 1. del af kandidatuddannelse,16,37,40,49000,,73.0
